order_id,order_date,region,category,unit_price,units_sold,discount_pct,revenue,customer_rating
ORD00124,2025-05-05,South,Sports,69.57,10,5,660.91,4.8
ORD00104,2025-05-05,South,Home Goods,94.01,14,0,1316.14,3.9
ORD00178,2025-05-06,West,Sports,73.77,7,10,464.75,3.2
ORD00313,2025-05-07,South,Sports,77.02,10,5,731.69,4.0
ORD00349,2025-05-09,North,Home Goods,72.83,9,0,655.47,4.7
ORD00160,2025-05-10,North,Electronics,258.82,7,0,1811.74,5.0
ORD00016,2025-05-10,East,Sports,64.63,9,15,494.42,4.1
ORD00201,2025-05-11,West,Sports,50.27,7,0,351.89,4.2
ORD00319,2025-05-11,North,Apparel,46.15,6,15,235.36,4.5
ORD00077,2025-05-11,West,Electronics,343.12,9,0,3088.08,3.7
ORD00285,2025-05-12,East,Home Goods,106.33,9,20,765.58,4.3
ORD00106,2025-05-16,South,Sports,44.44,8,0,355.52,4.6
ORD00118,2025-05-18,North,Home Goods,69.84,12,0,838.08,4.3
ORD00067,2025-05-18,South,Apparel,37.1,14,5,493.43,4.5
ORD00348,2025-05-19,West,Sports,40.5,6,0,243.0,3.8
ORD00085,2025-05-23,West,Electronics,244.83,14,0,3427.62,4.8
ORD00260,2025-05-23,North,Apparel,51.25,6,15,261.38,4.3
ORD00137,2025-05-23,West,Sports,63.8,9,15,488.07,5.0
ORD00388,2025-05-26,East,Home Goods,99.17,4,15,337.18,3.6
ORD00314,2025-05-26,East,Sports,94.69,9,20,681.77,3.5
ORD00019,2025-05-27,East,Home Goods,68.0,9,0,612.0,4.1
ORD00247,2025-05-27,North,Apparel,39.55,7,10,249.16,4.0
ORD00196,2025-05-29,East,Apparel,51.07,10,0,510.7,3.3
ORD00071,2025-05-30,East,Home Goods,81.46,11,5,851.26,4.5
ORD00282,2025-05-30,South,Sports,55.81,16,5,848.31,2.7
ORD00355,2025-05-31,North,Sports,50.33,5,5,239.07,3.7
ORD00333,2025-05-31,East,Home Goods,98.0,7,5,651.7,4.1
ORD00026,2025-06-02,South,Sports,59.78,4,10,215.21,3.4
ORD00350,2025-06-03,South,Home Goods,98.62,5,0,493.1,4.4
ORD00268,2025-06-03,North,Sports,63.3,6,10,341.82,3.3
ORD00225,2025-06-04,East,Home Goods,74.81,8,10,538.63,4.6
ORD00092,2025-06-07,West,Apparel,47.39,15,5,675.31,3.9
ORD00253,2025-06-08,North,Electronics,140.5,14,5,1868.65,3.9
ORD00055,2025-06-08,South,Apparel,37.59,9,15,287.56,3.9
ORD00340,2025-06-08,North,Apparel,42.88,8,0,343.04,3.8
ORD00105,2025-06-08,West,Electronics,132.24,7,15,786.83,3.5
ORD00248,2025-06-09,East,Apparel,44.67,10,5,424.36,4.9
ORD00004,2025-06-10,North,Sports,48.41,6,0,290.46,4.7
ORD00179,2025-06-10,East,Apparel,48.04,8,0,384.32,5.0
ORD00122,2025-06-11,East,Apparel,52.7,5,15,223.98,5.0
ORD00050,2025-06-13,West,Electronics,263.26,7,0,1842.82,5.0
ORD00206,2025-06-15,North,Sports,37.0,6,0,222.0,
ORD00132,2025-06-16,East,Apparel,41.29,11,0,454.19,4.2
ORD00149,2025-06-17,South,Apparel,48.35,6,0,290.1,4.3
ORD00091,2025-06-18,North,Home Goods,77.17,7,10,486.17,3.7
ORD00398,2025-06-18,North,Home Goods,77.17,13,15,852.73,4.8
ORD00337,2025-06-21,East,Electronics,277.0,6,0,1662.0,3.8
ORD00279,2025-06-23,East,Apparel,58.62,10,15,498.27,3.8
ORD00361,2025-06-23,North,Electronics,221.64,9,0,1994.76,
ORD00280,2025-06-24,West,Apparel,39.5,11,0,434.5,3.3
ORD00097,2025-06-24,North,Electronics,200.11,12,0,2401.32,4.2
ORD00393,2025-06-24,East,Apparel,34.73,12,15,354.25,4.3
ORD00370,2025-06-24,North,Electronics,174.61,6,20,838.13,4.7
ORD00040,2025-06-25,North,Electronics,327.66,10,0,3276.6,3.7
ORD00381,2025-06-26,North,Sports,66.83,7,10,421.03,3.3
ORD00169,2025-06-27,South,Home Goods,58.31,15,0,874.65,3.9
ORD00065,2025-06-27,South,Sports,47.19,11,20,415.27,4.1
ORD00288,2025-06-28,South,Sports,43.48,12,10,469.58,4.6
ORD00322,2025-06-28,North,Apparel,56.87,11,10,563.01,4.3
ORD00305,2025-06-28,East,Apparel,44.76,12,5,510.26,4.1
ORD00070,2025-06-30,North,Sports,46.16,9,0,415.44,3.9
ORD00089,2025-07-09,South,Home Goods,93.31,10,20,746.48,4.4
ORD00198,2025-07-09,South,Apparel,21.63,14,0,302.82,4.5
ORD00191,2025-07-09,North,Electronics,296.74,8,15,2017.83,4.3
ORD00307,2025-07-10,South,Sports,45.49,6,10,245.65,5.0
ORD00371,2025-07-11,North,Sports,72.13,10,0,721.3,4.2
ORD00351,2025-07-13,North,Apparel,58.41,8,5,443.92,3.9
ORD00025,2025-07-17,North,Sports,50.99,12,0,611.88,2.8
ORD00210,2025-07-18,North,Sports,66.53,8,0,532.24,
ORD00242,2025-07-18,North,Apparel,33.66,12,0,403.92,4.6
ORD00328,2025-07-18,West,Electronics,260.48,8,0,2083.84,2.9
ORD00352,2025-07-19,North,Electronics,196.51,10,20,1572.08,4.1
ORD00199,2025-07-22,West,Electronics,199.64,7,0,1397.48,3.1
ORD00054,2025-07-22,South,Apparel,48.79,10,0,487.9,3.8
ORD00015,2025-07-22,South,Apparel,44.38,8,0,355.04,3.9
ORD00364,2025-07-22,South,Sports,76.7,10,0,767.0,4.9
ORD00003,2025-07-23,East,Sports,74.92,11,15,700.5,3.9
ORD00207,2025-07-23,West,Electronics,178.41,12,5,2033.87,4.2
ORD00005,2025-07-23,South,Home Goods,78.88,5,20,315.52,4.4
ORD00368,2025-07-25,East,Apparel,51.62,10,0,516.2,3.3
ORD00068,2025-07-25,North,Home Goods,93.51,7,0,654.57,3.9
ORD00095,2025-07-25,South,Sports,67.48,9,5,576.95,4.4
ORD00374,2025-07-26,West,Sports,85.51,5,15,363.42,4.6
ORD00220,2025-07-28,East,Apparel,49.78,8,0,398.24,5.0
ORD00233,2025-07-28,West,Electronics,215.07,9,0,1935.63,4.2
ORD00376,2025-07-29,West,Sports,45.47,7,10,286.46,3.9
ORD00177,2025-07-31,East,Sports,56.89,8,0,455.12,3.8
ORD00311,2025-08-01,South,Sports,62.74,8,20,401.54,4.1
ORD00262,2025-08-02,East,Apparel,35.02,10,0,350.2,5.0
ORD00331,2025-08-04,East,Sports,52.17,9,10,422.58,2.8
ORD00383,2025-08-06,East,Apparel,44.12,8,20,282.37,5.0
ORD00309,2025-08-07,North,Apparel,52.48,11,0,577.28,5.0
ORD00193,2025-08-07,North,Electronics,261.28,8,15,1776.7,4.4
ORD00356,2025-08-07,North,Home Goods,87.1,9,20,627.12,4.4
ORD00066,2025-08-08,North,Home Goods,84.09,7,20,470.9,4.5
ORD00127,2025-08-09,North,Electronics,257.54,12,0,3090.48,4.4
ORD00117,2025-08-10,West,Electronics,256.92,7,5,1708.52,5.0
ORD00312,2025-08-12,South,Apparel,33.07,5,15,140.55,4.7
ORD00251,2025-08-12,South,Sports,52.87,7,20,296.07,4.1
ORD00395,2025-08-12,South,Apparel,44.7,13,0,581.1,3.5
ORD00195,2025-08-15,North,Electronics,183.39,9,0,1650.51,4.6
ORD00338,2025-08-15,North,Apparel,39.86,7,0,279.02,2.8
ORD00326,2025-08-15,North,Apparel,37.43,10,0,374.3,4.2
ORD00075,2025-08-16,North,Electronics,195.85,7,15,1165.31,3.5
ORD00384,2025-08-16,North,Home Goods,100.55,8,20,643.52,5.0
ORD00292,2025-08-17,North,Apparel,47.85,7,20,267.96,4.0
ORD00387,2025-08-18,West,Sports,44.49,8,0,355.92,5.0
ORD00052,2025-08-19,East,Sports,37.36,9,0,336.24,2.5
ORD00318,2025-08-20,South,Electronics,226.65,8,20,1450.56,4.1
ORD00359,2025-08-21,North,Sports,52.62,9,0,473.58,4.2
ORD00145,2025-08-21,South,Sports,61.19,5,0,305.95,3.9
ORD00147,2025-08-22,North,Apparel,48.85,5,20,195.4,3.7
ORD00228,2025-08-22,East,Home Goods,112.68,9,15,862.0,3.3
ORD00135,2025-08-23,West,Electronics,92.98,6,10,502.09,
ORD00372,2025-08-24,North,Sports,55.23,6,5,314.81,4.6
ORD00133,2025-08-24,South,Apparel,38.2,7,0,267.4,4.8
ORD00006,2025-08-27,West,Electronics,260.22,8,15,1769.5,4.2
ORD00205,2025-08-28,East,Apparel,42.75,9,20,307.8,4.3
ORD00360,2025-08-30,East,Electronics,223.69,9,0,2013.21,4.2
ORD00209,2025-08-30,West,Sports,41.73,4,10,150.23,5.0
ORD00107,2025-08-30,East,Apparel,40.75,6,0,244.5,4.3
ORD00167,2025-08-30,East,Home Goods,71.3,13,20,741.52,5.0
ORD00156,2025-08-30,West,Home Goods,79.41,15,20,12054.876636262868,3.7
ORD00152,2025-08-31,West,Home Goods,78.54,15,0,1178.1,4.4
ORD00212,2025-09-01,South,Apparel,22.75,9,0,204.75,3.4
ORD00056,2025-09-02,North,Apparel,27.87,3,0,671.4854563503079,5.0
ORD00162,2025-09-02,West,Apparel,61.23,9,5,523.52,3.6
ORD00172,2025-09-03,East,Apparel,44.22,9,0,397.98,3.4
ORD00116,2025-09-03,East,Apparel,50.56,10,0,505.6,4.1
ORD00297,2025-09-04,West,Electronics,245.31,10,20,1962.48,3.6
ORD00278,2025-09-04,East,Sports,64.89,9,0,584.01,4.8
ORD00397,2025-09-08,East,Apparel,56.51,8,20,361.66,3.8
ORD00386,2025-09-09,South,Sports,69.51,9,20,500.47,3.4
ORD00143,2025-09-09,South,Home Goods,55.86,4,5,212.27,4.6
ORD00263,2025-09-09,North,Apparel,52.1,10,0,521.0,4.8
ORD00131,2025-09-10,West,Sports,48.88,13,0,635.44,3.9
ORD00142,2025-09-11,East,Electronics,170.84,11,0,1879.24,5.0
ORD00080,2025-09-11,North,Electronics,232.04,11,15,2169.57,4.4
ORD00041,2025-09-11,North,Electronics,211.24,14,10,2661.62,2.7
ORD00058,2025-09-12,South,Home Goods,89.88,10,0,898.8,4.9
ORD00094,2025-09-13,South,Sports,54.98,10,10,494.82,
ORD00140,2025-09-15,West,Home Goods,80.45,11,0,884.95,3.5
ORD00287,2025-09-16,North,Sports,72.19,12,0,866.28,4.4
ORD00324,2025-09-16,West,Electronics,297.47,8,0,2379.76,4.2
ORD00343,2025-09-17,East,Home Goods,103.84,7,0,726.88,3.4
ORD00389,2025-09-18,West,Sports,56.57,11,0,622.27,4.1
ORD00310,2025-09-20,West,Electronics,161.16,5,0,805.8,5.0
ORD00120,2025-09-21,West,Apparel,64.23,11,0,706.53,4.9
ORD00064,2025-09-22,North,Electronics,169.86,7,15,1010.67,4.8
ORD00148,2025-09-24,South,Home Goods,49.79,11,20,438.15,4.0
ORD00039,2025-09-24,West,Apparel,55.2,7,10,347.76,
ORD00014,2025-09-26,South,Home Goods,91.61,12,15,934.42,5.0
ORD00330,2025-09-27,North,Apparel,50.49,8,5,383.72,4.0
ORD00378,2025-09-27,South,Home Goods,95.8,8,0,766.4,4.1
ORD00275,2025-09-27,South,Electronics,262.19,8,15,1782.89,3.8
ORD00045,2025-09-28,East,Electronics,218.33,11,0,2401.63,3.6
ORD00197,2025-10-01,North,Home Goods,61.6,11,0,677.6,4.3
ORD00033,2025-10-01,North,Electronics,282.43,14,20,3163.22,2.5
ORD00011,2025-10-02,South,Electronics,239.92,8,5,1823.39,4.1
ORD00382,2025-10-02,South,Home Goods,93.06,12,0,1116.72,4.6
ORD00202,2025-10-02,East,Apparel,49.18,6,20,236.06,4.4
ORD00161,2025-10-03,North,Apparel,37.39,12,20,358.94,5.0
ORD00111,2025-10-03,East,Apparel,53.01,6,0,318.06,5.0
ORD00157,2025-10-03,South,Apparel,65.76,8,0,526.08,4.3
ORD00269,2025-10-04,South,Apparel,58.04,12,0,696.48,3.3
ORD00246,2025-10-04,South,Apparel,32.08,11,0,352.88,3.8
ORD00286,2025-10-07,North,Home Goods,86.33,10,5,820.13,4.6
ORD00256,2025-10-08,South,Sports,57.21,6,20,274.61,2.7
ORD00171,2025-10-08,South,Apparel,70.66,10,0,706.6,3.5
ORD00188,2025-10-08,North,Apparel,39.05,8,0,312.4,3.3
ORD00086,2025-10-09,East,Electronics,174.4,9,0,1569.6,3.9
ORD00192,2025-10-10,East,Electronics,133.43,5,20,533.72,5.0
ORD00230,2025-10-10,West,Sports,41.83,8,0,334.64,3.6
ORD00208,2025-10-12,West,Apparel,34.66,9,0,311.94,2.6
ORD00030,2025-10-13,South,Apparel,51.11,6,15,260.66,4.4
ORD00316,2025-10-14,West,Electronics,207.95,7,0,1455.65,3.5
ORD00257,2025-10-14,North,Apparel,25.04,8,5,190.3,5.0
ORD00021,2025-10-15,North,Apparel,19.63,11,10,194.34,3.5
ORD00185,2025-10-17,West,Apparel,61.77,9,10,500.34,5.0
ORD00125,2025-10-19,East,Sports,57.09,17,15,824.95,3.5
ORD00144,2025-10-21,West,Apparel,39.35,13,15,434.82,3.4
ORD00223,2025-10-22,East,Sports,38.15,11,0,419.65,3.4
ORD00276,2025-10-23,East,Apparel,39.36,10,0,393.6,3.8
ORD00265,2025-10-27,North,Home Goods,56.62,11,0,622.82,3.5
ORD00295,2025-10-27,East,Sports,46.09,10,0,460.9,4.4
ORD00035,2025-10-29,East,Home Goods,86.04,10,10,774.36,3.6
ORD00394,2025-10-29,East,Electronics,133.8,5,20,535.2,4.0
ORD00037,2025-10-29,South,Apparel,38.93,12,20,373.73,4.7
ORD00027,2025-10-30,South,Electronics,261.62,8,10,1883.66,
ORD00345,2025-11-01,North,Home Goods,57.99,7,0,405.93,3.8
ORD00267,2025-11-01,West,Sports,81.73,7,0,572.11,
ORD00342,2025-11-02,South,Sports,39.19,11,15,366.43,4.0
ORD00218,2025-11-02,East,Electronics,222.09,11,20,1954.39,5.0
ORD00024,2025-11-02,North,Home Goods,87.62,12,10,946.3,4.8
ORD00119,2025-11-03,South,Sports,88.86,7,0,622.02,4.7
ORD00252,2025-11-04,South,Home Goods,37.99,11,0,417.89,3.6
ORD00129,2025-11-08,North,Electronics,127.02,6,0,762.12,5.0
ORD00151,2025-11-09,North,Sports,55.3,8,15,376.04,4.7
ORD00232,2025-11-10,East,Apparel,41.84,10,0,418.4,3.1
ORD00038,2025-11-10,North,Home Goods,79.2,8,10,570.24,3.5
ORD00002,2025-11-10,West,Apparel,46.24,7,0,323.68,4.4
ORD00347,2025-11-13,West,Electronics,214.67,10,20,1717.36,3.5
ORD00241,2025-11-13,South,Apparel,73.93,10,0,739.3,4.7
ORD00239,2025-11-14,East,Apparel,44.57,12,20,427.87,3.6
ORD00138,2025-11-16,South,Apparel,57.5,4,0,230.0,3.2
ORD00293,2025-11-16,East,Electronics,228.47,5,0,1142.35,
ORD00175,2025-11-17,North,Electronics,258.95,7,10,1631.38,
ORD00083,2025-11-18,East,Apparel,34.02,5,15,144.58,3.0
ORD00400,2025-11-19,East,Apparel,45.2,9,15,345.78,3.1
ORD00323,2025-11-19,East,Sports,59.27,8,10,426.74,2.8
ORD00049,2025-11-19,South,Sports,57.03,10,15,484.75,4.0
ORD00155,2025-11-19,East,Apparel,26.07,11,0,286.77,3.6
ORD00174,2025-11-23,North,Apparel,50.99,8,15,346.73,4.7
ORD00211,2025-11-23,South,Home Goods,67.1,11,5,701.2,2.6
ORD00254,2025-11-24,North,Electronics,197.28,13,20,2051.71,3.0
ORD00200,2025-11-25,South,Electronics,137.62,7,10,867.01,5.0
ORD00255,2025-11-25,South,Electronics,228.15,18,0,4106.7,3.7
ORD00321,2025-11-26,West,Sports,40.21,8,0,321.68,1.9
ORD00130,2025-11-26,South,Sports,65.52,5,20,262.08,4.5
ORD00018,2025-11-28,East,Apparel,40.89,12,20,3591.20488717766,
ORD00354,2025-11-28,South,Home Goods,94.28,8,0,754.24,5.0
ORD00076,2025-11-29,West,Home Goods,104.22,7,0,729.54,3.8
ORD00377,2025-11-29,North,Apparel,52.47,6,20,251.86,4.2
ORD00215,2025-11-29,East,Home Goods,87.14,9,10,705.83,3.5
ORD00234,2025-11-30,West,Electronics,180.49,13,15,1994.41,4.5
ORD00373,2025-12-01,West,Home Goods,117.12,11,20,1030.66,4.2
ORD00261,2025-12-02,North,Electronics,215.67,17,0,3666.39,4.8
ORD00264,2025-12-02,North,Electronics,188.16,5,0,940.8,4.7
ORD00301,2025-12-02,East,Apparel,41.87,8,0,334.96,4.1
ORD00392,2025-12-03,West,Home Goods,61.77,12,10,667.12,4.7
ORD00046,2025-12-04,East,Electronics,300.81,10,0,3008.1,3.6
ORD00317,2025-12-05,West,Electronics,260.71,5,15,1108.02,
ORD00023,2025-12-05,East,Sports,73.46,7,0,514.22,3.6
ORD00072,2025-12-05,South,Electronics,200.68,7,0,1404.76,3.4
ORD00042,2025-12-08,West,Home Goods,79.03,8,0,632.24,2.4
ORD00164,2025-12-09,North,Apparel,44.23,12,0,530.76,5.0
ORD00073,2025-12-10,West,Sports,73.74,6,15,376.07,4.2
ORD00082,2025-12-10,West,Home Goods,77.51,12,10,837.11,4.4
ORD00061,2025-12-11,East,Sports,75.43,10,0,754.3,4.5
ORD00244,2025-12-12,East,Home Goods,63.2,13,15,698.36,5.0
ORD00121,2025-12-12,North,Apparel,51.37,13,10,601.03,3.4
ORD00219,2025-12-12,North,Home Goods,104.72,9,10,848.23,4.5
ORD00098,2025-12-13,South,Home Goods,59.51,13,0,773.63,4.4
ORD00182,2025-12-15,West,Apparel,37.38,6,5,213.07,4.5
ORD00399,2025-12-16,West,Home Goods,100.96,15,0,1514.4,5.0
ORD00335,2025-12-18,West,Apparel,46.67,8,0,373.36,3.6
ORD00115,2025-12-20,North,Apparel,58.63,7,0,410.41,4.0
ORD00214,2025-12-20,East,Apparel,43.75,9,0,393.75,4.5
ORD00303,2025-12-21,East,Electronics,212.73,8,0,1701.84,4.7
ORD00306,2025-12-21,South,Electronics,268.24,7,0,1877.68,
